,Type,Word,Count
9049,ADP,Fur,1
9050,ADP,If,732
9051,ADP,In,1800
9052,ADP,Including,1
9053,ADP,Inside,4
9054,ADP,Into,9
9055,ADP,Like,54
9056,ADP,Near,7
9057,ADP,Next,5
9058,ADP,Notwithstanding,1
9059,ADP,Of,332
9060,ADP,Off,1
9061,ADP,On,345
9062,ADP,Once,28
9063,ADP,Opposite,2
9064,ADP,Out,18
9065,ADP,Outside,5
9066,ADP,Over,21
9067,ADP,Past,1
9068,ADP,Pending,1
9069,ADP,Per,1
9070,ADP,Plus,1
9071,ADP,Rather,3
9072,ADP,Regarding,1
9073,ADP,Respecting,1
9074,ADP,Save,2
9075,ADP,Since,173
9076,ADP,So,60
9077,ADP,Supposing,1
9078,ADP,Than,2
9079,ADP,That,45
9080,ADP,Though,65
9081,ADP,Through,30
9082,ADP,Throughout,18
9083,ADP,Thru,1
9084,ADP,Till,3
9085,ADP,To,173
9086,ADP,Toward,6
9087,ADP,Towards,2
9088,ADP,Uh,1
9089,ADP,Under,56
9090,ADP,Underneath,3
9091,ADP,Unless,13
9092,ADP,Unlike,9
9093,ADP,Until,28
9094,ADP,Up,4
9095,ADP,Upon,20
9096,ADP,Vs.,1
9097,ADP,Whereas,10
9098,ADP,Whether,28
9099,ADP,While,120
9100,ADP,With,277
9101,ADP,Within,38
9102,ADP,Without,42
9103,ADP,Yff,1
9104,ADP,aboard,8
9105,ADP,about,1234
9106,ADP,above,169
9107,ADP,according,99
9108,ADP,across,250
9109,ADP,after,812
9110,ADP,aftuh,1
9111,ADP,against,616
9112,ADP,albeit,2
9113,ADP,along,190
9114,ADP,alongside,10
9115,ADP,altho,2
9116,ADP,although,198
9117,ADP,amid,12
9118,ADP,amidst,3
9119,ADP,among,313
9120,ADP,amongst,4
9121,ADP,anti,1
9122,ADP,around,321
9123,ADP,as,5656
9124,ADP,astride,3
9125,ADP,at,4963
9126,ADP,atop,3
9127,ADP,att,2
9128,ADP,because,667
9129,ADP,beefore,1
9130,ADP,befoh,1
9131,ADP,before,787
9132,ADP,behahn,1
9133,ADP,behind,217
9134,ADP,behynde,1
9135,ADP,below,73
9136,ADP,beneath,51
9137,ADP,beside,76
9138,ADP,besides,15
9139,ADP,between,715
9140,ADP,beyond,149
9141,ADP,bi,2
9142,ADP,bout,1
9143,ADP,but,128
9144,ADP,by,5044
9145,ADP,concerning,59
9146,ADP,considerin',1
9147,ADP,considering,16
9148,ADP,consisting,2
9149,ADP,depending,28
9150,ADP,despite,66
9151,ADP,down,190
9152,ADP,durin',3
9153,ADP,during,453
9154,ADP,ere,1
9155,ADP,except,163
9156,ADP,excepting,1
9157,ADP,excluding,13
9158,ADP,f'ovuh,1
9159,ADP,f'r,1
9160,ADP,fer,2
9161,ADP,foh,1
9162,ADP,following,12
9163,ADP,for,8833
9164,ADP,from,4207
9165,ADP,if,1465
9166,ADP,in,19066
9167,ADP,including,165
9168,ADP,infra,1
9169,ADP,inside,77
9170,ADP,inter,1
9171,ADP,into,1779
9172,ADP,involving,3
9173,ADP,lahk,1
9174,ADP,lak,1
9175,ADP,lest,17
9176,ADP,like,991
9177,ADP,minus,4
9178,ADP,near,149
9179,ADP,nearer,2
9180,ADP,nearest,3
9181,ADP,next,37
9182,ADP,notwithstanding,2
9183,ADP,o',15
9184,ADP,o'er,1
9185,ADP,of,36078
9186,ADP,off,156
9187,ADP,on,5837
9188,ADP,once,53
9189,ADP,onct,1
9190,ADP,onto,60
9191,ADP,opposite,22
9192,ADP,out,436
9193,ADP,outside,78
9194,ADP,over,820
9195,ADP,past,60
9196,ADP,pending,4
9197,ADP,per,369
9198,ADP,plus,16
9199,ADP,post,3
9200,ADP,pro,5
9201,ADP,providing,3
9202,ADP,pursuant,20
9203,ADP,rather,116
9204,ADP,regarding,36
9205,ADP,respecting,1
9206,ADP,round,4
9207,ADP,s'posin',1
9208,ADP,save,5
9209,ADP,seeing,1
9210,ADP,since,426
9211,ADP,so,419
9212,ADP,so's,4
9213,ADP,spite,8
9214,ADP,supposing,1
9215,ADP,synce,1
9216,ADP,t'hi-im,1
9217,ADP,than,1788
9218,ADP,that,6422
9219,ADP,thatt,1
9220,ADP,then,2
9221,ADP,thet,1
9222,ADP,tho',1
9223,ADP,though,341
9224,ADP,through,880
9225,ADP,throughout,115
9226,ADP,thru,15
9227,ADP,till,45
9228,ADP,times,3
9229,ADP,to,10985
9230,ADP,toward,380
9231,ADP,towardes,1
9232,ADP,towards,62
9233,ADP,under,632
9234,ADP,underneath,6
9235,ADP,unless,88
9236,ADP,unlike,33
9237,ADP,until,433
9238,ADP,unto,16
9239,ADP,up,175
9240,ADP,upon,431
9241,ADP,uppon,3
9242,ADP,v.,17
9243,ADP,versus,9
9244,ADP,via,17
9245,ADP,vis-a-vis,2
9246,ADP,vs.,15
9247,ADP,whereas,31
9248,ADP,whereupon,6
9249,ADP,whether,258
9250,ADP,while,480
9251,ADP,with,7009
9252,ADP,with-but-after,1
9253,ADP,within,313
9254,ADP,without,541
9255,ADP,yff,1
9256,ADV,'most,1
9257,ADV,'nuff,1
9258,ADV,'round,4
9259,ADV,'stead,1
9260,ADV,'way,1
9261,ADV,A.D.,10
9262,ADV,A.M.,13
9263,ADV,About,43
9264,ADV,Above,2
9265,ADV,Abruptly,1
9266,ADV,Accordingly,19
9267,ADV,Acourse,1
9268,ADV,Actively,1
9269,ADV,Actually,38
9270,ADV,Additionally,3
9271,ADV,Admirably,1
9272,ADV,Affirmatively,1
9273,ADV,Afterward,1
9274,ADV,Afterwards,4
9275,ADV,Again,43
9276,ADV,Ahead,3
9277,ADV,All,65
9278,ADV,Allso,1
9279,ADV,Almost,26
9280,ADV,Alone,3
9281,ADV,Along,5
9282,ADV,Aloud,1
9283,ADV,Already,16
9284,ADV,Also,70
9285,ADV,Alternately,1
9286,ADV,Altogether,4
9287,ADV,Always,9
9288,ADV,Analogously,1
9289,ADV,Anatomically,1
9290,ADV,Angrily,1
9291,ADV,Anyhow,4
9292,ADV,Anyway,9
9293,ADV,Anywhere,2
9294,ADV,Apart,10
9295,ADV,Apparently,21
9296,ADV,Apprehensively,1
9297,ADV,Appropriately,1
9298,ADV,Approximately,7
9299,ADV,Around,1
9300,ADV,Artfully,1
9301,ADV,As,55
9302,ADV,Aside,10
9303,ADV,Asleep,1
9304,ADV,Assuredly,1
9305,ADV,Astonishingly,1
9306,ADV,Automatically,1
9307,ADV,Aw,1
9308,ADV,Away,3
9309,ADV,Awkwardly,2
9310,ADV,Back,12
9311,ADV,Backstage,1
9312,ADV,Backstairs,1
9313,ADV,Backward,1
9314,ADV,Badly,1
9315,ADV,Basically,2
9316,ADV,Because,27
9317,ADV,Behind,2
9318,ADV,Below,6
9319,ADV,Besides,25
9320,ADV,Better,7
9321,ADV,Beyond,4
9322,ADV,Biblically,1
9323,ADV,Bluntly,1
9324,ADV,Briefly,1
9325,ADV,Broadly,1
9326,ADV,By,3
9327,ADV,Calmly,1
9328,ADV,Carefully,3
9329,ADV,Cautiously,2
9330,ADV,Centrally,1
9331,ADV,Certainly,26
9332,ADV,Characteristically,1
9333,ADV,Chiefly,1
9334,ADV,Clearly,10
9335,ADV,Close,3
9336,ADV,Closely,3
9337,ADV,Closer,1
9338,ADV,Comfortably,1
9339,ADV,Commonly,1
9340,ADV,Compassionately,1
9341,ADV,Conceivably,1
9342,ADV,Consequently,11
9343,ADV,Contrarily,1
9344,ADV,Conversely,5
9345,ADV,Convulsively,1
9346,ADV,Correlatively,1
9347,ADV,Critically,1
9348,ADV,Culturally,1
9349,ADV,Curiously,1
9350,ADV,Currently,2
9351,ADV,Damn,1
9352,ADV,Dearly,1
9353,ADV,Deliberately,2
9354,ADV,Desperately,1
9355,ADV,Dimly,2
9356,ADV,Directly,4
9357,ADV,Distally,1
9358,ADV,Doubtless,1
9359,ADV,Down,2
9360,ADV,Due,1
9361,ADV,Earlier,3
9362,ADV,Early,13
9363,ADV,Easily,1
9364,ADV,Easy,2
9365,ADV,Economically,1
9366,ADV,Effectively,1
9367,ADV,Emotionally,2
9368,ADV,Enthusiastically,1
9369,ADV,Entirely,1
9370,ADV,Equally,3
9371,ADV,Especially,6
9372,ADV,Essentially,4
9373,ADV,Even,185
9374,ADV,Eventually,9
9375,ADV,Ever,11
9376,ADV,Everywhere,5
9377,ADV,Evidently,3
9378,ADV,Exactly,2
9379,ADV,Experimentally,1
9380,ADV,Fairly,1
9381,ADV,Far,11
9382,ADV,Farther,2
9383,ADV,Feebly,1
9384,ADV,Feverishly,1
9385,ADV,Fifth,1
9386,ADV,Finally,60
9387,ADV,Fine,1
9388,ADV,First,35
9389,ADV,Forever,2
9390,ADV,Formally,1
9391,ADV,Formerly,1
9392,ADV,Fortunately,17
9393,ADV,Fourth,2
9394,ADV,Frankly,2
9395,ADV,Frequently,6
9396,ADV,Functionally,1
9397,ADV,Fundamentally,1
9398,ADV,Further,15
9399,ADV,Furthermore,36
9400,ADV,Futhermore,1
9401,ADV,Generally,13
9402,ADV,Gradually,8
9403,ADV,Half,2
9404,ADV,Halfway,2
9405,ADV,Hands-off,1
9406,ADV,Happily,1
9407,ADV,Hardly,7
9408,ADV,Hastily,1
9409,ADV,Heavily,1
9410,ADV,Hence,29
9411,ADV,Here,143
9412,ADV,Hereby,1
9413,ADV,Heretofore,1
9414,ADV,High,1
9415,ADV,Highly,1
9416,ADV,Historically,5
9417,ADV,Hopefully,1
9418,ADV,How,211
9419,ADV,However,170
9420,ADV,Howsabout,1
9421,ADV,Ideally,5
9422,ADV,Immediately,6
9423,ADV,Impatiently,1
9424,ADV,Incidentally,7
9425,ADV,Incurably,1
9426,ADV,Indeed,41
9427,ADV,Indignantly,1
9428,ADV,Indirectly,1
9429,ADV,Inevitably,3
9430,ADV,Infrequently,1
9431,ADV,Inherently,1
9432,ADV,Initially,6
9433,ADV,Inland,1
9434,ADV,Inside,7
9435,ADV,Insofar,2
9436,ADV,Instantaneously,1
9437,ADV,Instantly,1
9438,ADV,Instead,44
9439,ADV,Instinctively,3
9440,ADV,Interestingly,3
9441,ADV,Ironically,3
9442,ADV,Jist,3
9443,ADV,Just,120
9444,ADV,Kinda,1
9445,ADV,Largely,1
9446,ADV,Last,2
9447,ADV,Lastly,2
9448,ADV,Late,1
9449,ADV,Later,38
9450,ADV,Laudably,1
9451,ADV,Leisurely,1
9452,ADV,Less,5
9453,ADV,Lightly,1
9454,ADV,Likewise,5
9455,ADV,Literally,1
9456,ADV,Little,1
9457,ADV,Logically,2
9458,ADV,Long,5
9459,ADV,Lovingly,1
9460,ADV,Luckily,2
9461,ADV,Mainly,2
9462,ADV,Mathematically,1
9463,ADV,Maybe,65
9464,ADV,Meantime,2
9465,ADV,Meanwhile,22
9466,ADV,Mercifully,1
9467,ADV,Merely,2
9468,ADV,Metrically,1
9469,ADV,Microscopically,6
9470,ADV,Miraculously,3
9471,ADV,Momentarily,1
9472,ADV,More,24
9473,ADV,Moreover,67
9474,ADV,Most,8
9475,ADV,Mostly,6
9476,ADV,Much,6
9477,ADV,Musically,1
9478,ADV,N-no,1
9479,ADV,Nae,1
9480,ADV,Naturally,15
9481,ADV,Naw,1
9482,ADV,Nearby,1
9483,ADV,Nearly,7
9484,ADV,Never,33
9485,ADV,Nevertheless,42
9486,ADV,Next,14
9487,ADV,No,116
9488,ADV,No-o-o,1
9489,ADV,Nonetheless,3
9490,ADV,Nope,1
9491,ADV,Normally,2
9492,ADV,Not,187
9493,ADV,Now,269
9494,ADV,Nowadays,2
9495,ADV,Nowhere,6
9496,ADV,O'Clock,2
9497,ADV,O.K.,1
9498,ADV,OK,4
9499,ADV,Obligingly,1
9500,ADV,Obviously,27
9501,ADV,Occasionally,16
9502,ADV,Oddly,3
9503,ADV,Off-Broadway,1
9504,ADV,Often,20
9505,ADV,Once,57
9506,ADV,Onleh,1
9507,ADV,Only,97
9508,ADV,Opposite,1
9509,ADV,Ordinarily,2
9510,ADV,Originally,2
9511,ADV,Otherwise,17
9512,ADV,Out,8
9513,ADV,Outside,12
9514,ADV,Outwardly,1
9515,ADV,Overnight,2
9516,ADV,P.M.,9
9517,ADV,P.S.,1
9518,ADV,P.m.,1
9519,ADV,Paradoxically,3
9520,ADV,Particularly,4
9521,ADV,Partly,3
9522,ADV,Patiently,1
9523,ADV,Perhaps,93
9524,ADV,Personally,5
9525,ADV,Physically,2
9526,ADV,Physiologically,1
9527,ADV,Plus,3
9528,ADV,Possibly,3
9529,ADV,Practically,6
9530,ADV,Precisely,2
9531,ADV,Preferably,1
9532,ADV,Present,1
9533,ADV,Presently,9
9534,ADV,Presumably,6
9535,ADV,Pretty,3
9536,ADV,Previously,3
9537,ADV,Primarily,1
9538,ADV,Prior,7
9539,ADV,Privately,3
9540,ADV,Probably,25
9541,ADV,Professionally,1
9542,ADV,Promptly,3
9543,ADV,Properly,2
9544,ADV,Psychologically,1
9545,ADV,Publicly,1
9546,ADV,Purely,1
9547,ADV,Quick,2
9548,ADV,Quickly,2
9549,ADV,Quietly,1
9550,ADV,Quite,9
9551,ADV,Rarely,2
9552,ADV,Rather,16
9553,ADV,Real,2
9554,ADV,Really,8
9555,ADV,Recently,14
9556,ADV,Recklessly,1
9557,ADV,Regardless,6
9558,ADV,Regretfully,1
9559,ADV,Relatively,1
9560,ADV,Relentlessly,1
9561,ADV,Reputedly,1
9562,ADV,Resignedly,1
9563,ADV,Reverently,1
9564,ADV,Right,10
9565,ADV,Second,8
9566,ADV,Secondly,4
9567,ADV,Seemingly,2
9568,ADV,Seldom,1
9569,ADV,Shortly,9
9570,ADV,Significantly,3
9571,ADV,Silently,1
9572,ADV,Similarly,16
9573,ADV,Simply,5
9574,ADV,Simultaneously,6
9575,ADV,Sleepily,1
9576,ADV,Slightly,1
9577,ADV,Slowly,7
9578,ADV,So,169
9579,ADV,So-so,1
9580,ADV,Softly,1
9581,ADV,Solemnly,1
9582,ADV,Some,5
9583,ADV,Someday,4
9584,ADV,Somehow,15
9585,ADV,Sometime,2
9586,ADV,Sometimes,59
9587,ADV,Somewhat,4
9588,ADV,Somewhere,11
9589,ADV,Soon,23
9590,ADV,Sooner,2
9591,ADV,South,1
9592,ADV,Specifically,2
9593,ADV,Staggeringly,1
9594,ADV,Statistically,2
9595,ADV,Still,50
9596,ADV,Strangely,1
9597,ADV,Strictly,1
9598,ADV,Subsequently,1
9599,ADV,Suddenly,23
9600,ADV,Sure,21
9601,ADV,Surely,8
9602,ADV,Surprisingly,1
9603,ADV,Swiftly,1
9604,ADV,Systematically,1
9605,ADV,Tardily,1
9606,ADV,Technically,1
9607,ADV,Tenderly,1
9608,ADV,That,2
9609,ADV,That-a-way,1
9610,ADV,Then,343
9611,ADV,Thence,1
9612,ADV,Thenceforth,1
9613,ADV,Theoretically,1
9614,ADV,There,40
9615,ADV,Thereafter,4
9616,ADV,Therefore,49
9617,ADV,Thereupon,2
9618,ADV,Third,4
9619,ADV,Thirdly,1
9620,ADV,Thoroughly,2
9621,ADV,Throughout,1
9622,ADV,Thus,165
9623,ADV,Together,7
9624,ADV,Too,33
9625,ADV,Traditionally,1
9626,ADV,True,9
9627,ADV,Truly,1
9628,ADV,Twice,8
9629,ADV,Typically,3
9630,ADV,Ultimately,4
9631,ADV,Unanimously,1
9632,ADV,Unconsciously,1
9633,ADV,Underneath,1
9634,ADV,Undoubtedly,7
9635,ADV,Unfortunately,19
9636,ADV,Unhappily,1
9637,ADV,Unquestionably,2
9638,ADV,Upstairs,1
9639,ADV,Usually,17
9640,ADV,Vastly,1
9641,ADV,Very,24
9642,ADV,Virtually,1
9643,ADV,Visually,1
9644,ADV,Warmly,1
9645,ADV,Well,23
9646,ADV,Whah,1
9647,ADV,When,585
9648,ADV,Whence,1
9649,ADV,Whenever,13
9650,ADV,Where,87
9651,ADV,Wherefore,3
9652,ADV,Wherever,3
9653,ADV,Why,159
9654,ADV,Wildly,1
9655,ADV,Wisely,1
9656,ADV,Yea,2
9657,ADV,Yeah,17
9658,ADV,Yehhh,2
9659,ADV,Yes,89
9660,ADV,Yet,60
9661,ADV,a-la-Aristotle,1
9662,ADV,a-tall,1
9663,ADV,a-wing,1
9664,ADV,a.m.,27
9665,ADV,aback,2
9666,ADV,abed,1
9667,ADV,abjectly,1
9668,ADV,ablaze,3
9669,ADV,ably,2
9670,ADV,abnormally,1
9671,ADV,aboard,17
9672,ADV,about,511
9673,ADV,above,84
9674,ADV,abreast,5
9675,ADV,abroad,51
9676,ADV,abroade,1
9677,ADV,abruptly,17
9678,ADV,absent-mindedly,3
9679,ADV,absently,6
9680,ADV,absentmindedly,1
9681,ADV,absolutely,27
9682,ADV,abstractly,1
9683,ADV,absurdly,1
9684,ADV,abundantly,2
9685,ADV,academically,5
9686,ADV,accidentally,6
9687,ADV,according,10
9688,ADV,accordingly,12
9689,ADV,accurately,24
9690,ADV,accusingly,2
9691,ADV,acoustically,1
9692,ADV,across,12
9693,ADV,actively,11
9694,ADV,actually,128
9695,ADV,actuarially,1
9696,ADV,acutely,5
9697,ADV,adamantly,1
9698,ADV,additionally,2
9699,ADV,adequately,16
9700,ADV,administratively,1
9701,ADV,admirably,5
9702,ADV,admiringly,1
9703,ADV,admittedly,3
9704,ADV,adrift,1
9705,ADV,advantageously,1
9706,ADV,adversely,3
9707,ADV,advisedly,1
9708,ADV,afar,2
9709,ADV,affectingly,1
9710,ADV,affectionately,3
9711,ADV,afield,1
9712,ADV,afloat,7
9713,ADV,afoot,1
9714,ADV,aforesaid,1
9715,ADV,aforethought,1
9716,ADV,afresh,2
9717,ADV,aft,3
9718,ADV,after,10
9719,ADV,afterward,15
9720,ADV,afterwards,10
9721,ADV,again,534
9722,ADV,against,2
9723,ADV,agayne,1
9724,ADV,aggressively,2
9725,ADV,agilely,1
9726,ADV,agin,2
9727,ADV,ago,246
9728,ADV,agreeably,1
9729,ADV,agriculturally,1
9730,ADV,ahead,106
9731,ADV,aimlessly,1
9732,ADV,airily,2
9733,ADV,ajar,2
9734,ADV,alarmingly,2
9735,ADV,alertly,1
9736,ADV,algebraically,3
9737,ADV,alike,14
9738,ADV,all,178
9739,ADV,allegedly,4
9740,ADV,almost,406
9741,ADV,aloft,3
9742,ADV,alone,184
9743,ADV,along,152
9744,ADV,alongside,5
9745,ADV,aloof,3
9746,ADV,aloud,12
9747,ADV,alreadeh,1
9748,ADV,already,257
9749,ADV,also,999
9750,ADV,alternately,6
9751,ADV,alternatively,3
9752,ADV,altogether,26
9753,ADV,altruistically,1
9754,ADV,always,449
9755,ADV,amazingly,3
9756,ADV,ambitiously,1
9757,ADV,amicably,1
9758,ADV,amorphously,1
9759,ADV,amply,4
9760,ADV,amusedly,1
9761,ADV,amusingly,2
9762,ADV,anachronistically,1
9763,ADV,analogously,1
9764,ADV,analytically,1
9765,ADV,anatomically,1
9766,ADV,anciently,1
9767,ADV,anesthetically,1
9768,ADV,anew,6
9769,ADV,angrily,6
9770,ADV,anhydrously,1
9771,ADV,annually,14
9772,ADV,ante,1
9773,ADV,anxiously,9
9774,ADV,any,13
9775,ADV,anyhow,16
9776,ADV,anymore,5
9777,ADV,anyplace,1
9778,ADV,anytime,1
9779,ADV,anyway,37
9780,ADV,anyways,1
9781,ADV,anywhere,37
9782,ADV,apart,47
9783,ADV,apiece,2
9784,ADV,apologetically,6
9785,ADV,appallingly,1
9786,ADV,apparently,104
9787,ADV,appraisingly,1
9788,ADV,appreciably,7
9789,ADV,appreciatively,2
9790,ADV,apprehensively,3
9791,ADV,appropriately,4
9792,ADV,approvingly,2
9793,ADV,approximately,64
9794,ADV,aptly,4
9795,ADV,arbitrarily,5
9796,ADV,aristocratically,1
9797,ADV,around,235
9798,ADV,arrogantly,1
9799,ADV,artfully,3
9800,ADV,artificially,6
9801,ADV,artistically,5
9802,ADV,as,1049
9803,ADV,as-it-were,1
9804,ADV,ashore,6
9805,ADV,aside,57
9806,ADV,askance,1
9807,ADV,askew,1
9808,ADV,asleep,26
9809,ADV,associatively,1
9810,ADV,assuredly,3
9811,ADV,astonishingly,5
9812,ADV,astray,3
9813,ADV,astronomically,1
9814,ADV,asunder,1
9815,ADV,asymmetrically,2
9816,ADV,asymptotically,1
9817,ADV,atonally,1
9818,ADV,atop,3
9819,ADV,atrociously,1
9820,ADV,attentively,1
9821,ADV,attractively,1
9822,ADV,audibly,1
9823,ADV,aurally,2
9824,ADV,auspiciously,1
9825,ADV,austerely,1
9826,ADV,authentically,2
9827,ADV,authoritatively,1
9828,ADV,automatically,35
9829,ADV,avidly,1
9830,ADV,awake,7
9831,ADV,away,453
9832,ADV,awaye,1
9833,ADV,awful,3
9834,ADV,awfully,10
9835,ADV,awhile,4
9836,ADV,awkwardly,3
9837,ADV,axially,1
9838,ADV,aye,1
9839,ADV,back,722
9840,ADV,backstage,1
9841,ADV,backward,16
9842,ADV,backwards,2
9843,ADV,bad,4
9844,ADV,badly,33
9845,ADV,balance-wise,1
9846,ADV,barefoot,3
9847,ADV,barely,31
9848,ADV,basically,18
9849,ADV,beautifully,16
9850,ADV,because,144
9851,ADV,before,160
9852,ADV,beforehand,2
9853,ADV,behaviorally,1
9854,ADV,behind,25
9855,ADV,belatedly,1
9856,ADV,believably,1
9857,ADV,belligerently,1
9858,ADV,below,59
9859,ADV,beneath,2
9860,ADV,besides,10
9861,ADV,best,54
9862,ADV,better,163
9863,ADV,between,1
9864,ADV,bewilderedly,1
9865,ADV,bewilderingly,1
9866,ADV,beyond,8
9867,ADV,biologically,1
9868,ADV,bitterly,16
9869,ADV,blandly,2
9870,ADV,bleakly,3
9871,ADV,blindly,8
9872,ADV,blissfully,2
9873,ADV,blithely,3
9874,ADV,bluntly,7
9875,ADV,boastfully,1
9876,ADV,bodily,4
9877,ADV,boldly,8
9878,ADV,brand,1
9879,ADV,bravely,4
9880,ADV,brazenly,1
9881,ADV,breathlessly,1
9882,ADV,briefly,37
9883,ADV,brightest,2
9884,ADV,brightly,6
9885,ADV,brilliantly,9
9886,ADV,briskly,5
9887,ADV,broadly,6
9888,ADV,broadside,1
9889,ADV,brokenly,1
9890,ADV,brusquely,1
9891,ADV,brutally,2
9892,ADV,busily,8
9893,ADV,but,26
9894,ADV,by,58
9895,ADV,ca.,2
9896,ADV,callously,1
9897,ADV,calmly,10
9898,ADV,candidly,2
9899,ADV,capably,1
9900,ADV,carefully,84
9901,ADV,carelessly,3
9902,ADV,casually,13
9903,ADV,catastrophically,2
9904,ADV,categorically,1
9905,ADV,causally,1
9906,ADV,cautiously,7
9907,ADV,ceaselessly,1
9908,ADV,centrally,5
9909,ADV,ceremonially,1
9910,ADV,ceremoniously,1
9911,ADV,certainly,117
9912,ADV,characteristically,6
9913,ADV,charitably,1
9914,ADV,charmingly,1
9915,ADV,cheap,1
9916,ADV,cheaper,1
9917,ADV,cheaply,3
9918,ADV,cheerfully,5
9919,ADV,chemically,5
9920,ADV,chiefly,21
9921,ADV,childishly,2
9922,ADV,chronically,1
9923,ADV,chronologically,2
9924,ADV,circa,1
9925,ADV,circumspectly,1
9926,ADV,clairaudiently,1
9927,ADV,classically,2
9928,ADV,clean,1
9929,ADV,cleanly,2
9930,ADV,clear,9
9931,ADV,clearly,118
9932,ADV,cleverly,4
9933,ADV,clinically,1
9934,ADV,clockwise,3
9935,ADV,close,96
9936,ADV,closely,63
9937,ADV,closer,42
9938,ADV,clumsily,1
9939,ADV,coarsely,1
9940,ADV,cogently,1
9941,ADV,cohesively,1
9942,ADV,cold,2
9943,ADV,cold-bloodedly,1
9944,ADV,coldly,8
9945,ADV,collectively,4
9946,ADV,comfortably,11
9947,ADV,comically,2
9948,ADV,commercially,11
9949,ADV,commonly,28
9950,ADV,compactly,1
9951,ADV,comparatively,15
9952,ADV,compassionately,1
9953,ADV,competently,5
9954,ADV,competitively,2
9955,ADV,completely,110
9956,ADV,comprehensively,2
9957,ADV,compulsively,3
9958,ADV,concededly,1
9959,ADV,conceivably,9
9960,ADV,conceptually,1
9961,ADV,conclusively,7
9962,ADV,concretely,2
9963,ADV,concurrently,1
9964,ADV,confidentially,4
9965,ADV,confidently,2
9966,ADV,consanguineously,1
9967,ADV,consciously,12
9968,ADV,consequently,20
9969,ADV,considerably,44
9970,ADV,considerately,2
9971,ADV,consisently,1
9972,ADV,consistently,19
9973,ADV,conspicuously,8
9974,ADV,constantly,41
9975,ADV,constructively,2
9976,ADV,consummately,1
9977,ADV,contemptuously,2
9978,ADV,contentedly,1
9979,ADV,continentally,1
9980,ADV,continually,25
9981,ADV,continuously,23
9982,ADV,contradictorily,2
9983,ADV,conveniently,7
9984,ADV,conventionally,1
9985,ADV,conversely,4
9986,ADV,convincingly,2
9987,ADV,convulsively,2
9988,ADV,cool,1
9989,ADV,coolly,5
9990,ADV,copiously,1
9991,ADV,correctly,13
9992,ADV,correspondingly,2
9993,ADV,cortically,1
9994,ADV,cosily,1
9995,ADV,counter,5
9996,ADV,counter-clockwise,1
9997,ADV,courageously,3
9998,ADV,courteously,3
9999,ADV,covertly,1
10000,ADV,cowardly,1
10001,ADV,coyly,1
10002,ADV,cracking,1
10003,ADV,crazily,4
10004,ADV,creatively,3
10005,ADV,credibly,1
10006,ADV,crisply,1
10007,ADV,critically,4
10008,ADV,crossways,1
10009,ADV,crosswise,1
10010,ADV,crucially,1
10011,ADV,crudely,2
10012,ADV,cruelly,4
10013,ADV,culturally,4
10014,ADV,cunningly,3
10015,ADV,curiously,10
10016,ADV,currently,32
10017,ADV,curtly,2
10018,ADV,curvaceously,1
10019,ADV,customarily,4
10020,ADV,cynically,1
10021,ADV,daily,55
10022,ADV,daintily,1
10023,ADV,damn,1
10024,ADV,dandily,1
10025,ADV,dangerously,3
10026,ADV,darkly,2
10027,ADV,darned,1
10028,ADV,daytime,1
10029,ADV,dead,2
10030,ADV,dearly,3
10031,ADV,deathly,1
10032,ADV,decently,1
10033,ADV,deceptively,1
10034,ADV,decidedly,4
10035,ADV,decisively,5
10036,ADV,deep,16
10037,ADV,deeper,8
10038,ADV,deepest,1
10039,ADV,deeply,39
10040,ADV,defiantly,2
10041,ADV,definitely,21
10042,ADV,dejectedly,1
10043,ADV,deliberately,28
10044,ADV,delicately,2
10045,ADV,deliciously,1
10046,ADV,delightfully,4
10047,ADV,demandingly,1
10048,ADV,demonstrably,2
10049,ADV,denominationally,1
10050,ADV,deplorably,1
10051,ADV,depressingly,2
10052,ADV,dere,1
10053,ADV,derisively,1
10054,ADV,despairingly,4
10055,ADV,desperately,20
10056,ADV,determinedly,2
10057,ADV,devastatingly,1
10058,ADV,devotedly,1
10059,ADV,devoutly,1
10060,ADV,diagonally,4
10061,ADV,dialectically,1
10062,ADV,diametrically,2
10063,ADV,differently,16
10064,ADV,diffusely,1
10065,ADV,diligently,1
10066,ADV,dimensionally,1
10067,ADV,dimly,10
10068,ADV,direct,3
10069,ADV,directionally,1
10070,ADV,directly,137
10071,ADV,disapprovingly,1
10072,ADV,disconcertingly,1
10073,ADV,discordantly,2
10074,ADV,discreetly,2
10075,ADV,dismally,2
10076,ADV,dispassionately,3
10077,ADV,disproportionately,1
10078,ADV,distantly,1
10079,ADV,distastefully,2
10080,ADV,distinctively,2
10081,ADV,distinctly,12
10082,ADV,distractedly,1
10083,ADV,disturbingly,1
10084,ADV,divinely,3
10085,ADV,dizzily,1
10086,ADV,docilely,1
10087,ADV,doctrinally,1
10088,ADV,doggedly,2
10089,ADV,dogmatically,2
10090,ADV,domestically,1
10091,ADV,dominantly,1
10092,ADV,double,3
10093,ADV,doubly,4
10094,ADV,doubtfully,2
10095,ADV,doubtingly,1
10096,ADV,doubtless,12
10097,ADV,dourly,1
10098,ADV,downhill,4
10099,ADV,downright,5
10100,ADV,downstairs,11
10101,ADV,downstream,4
10102,ADV,downward,8
10103,ADV,downwind,2
