,Type,Word,Count
7215,ADJ,unaggressive,1
7216,ADJ,unaided,3
7217,ADJ,unalienable,1
7218,ADJ,unallocable,3
7219,ADJ,unalloyed,1
7220,ADJ,unalterable,1
7221,ADJ,unambiguous,2
7222,ADJ,unamused,1
7223,ADJ,unanalyzed,2
7224,ADJ,unanimous,4
7225,ADJ,unannounced,2
7226,ADJ,unanswered,1
7227,ADJ,unappreciated,1
7228,ADJ,unarmed,4
7229,ADJ,unasked,2
7230,ADJ,unassisted,1
7231,ADJ,unasterisked,1
7232,ADJ,unattached,2
7233,ADJ,unattended,2
7234,ADJ,unattractive,3
7235,ADJ,unauthorized,2
7236,ADJ,unavailable,5
7237,ADJ,unavailing,1
7238,ADJ,unavoidable,4
7239,ADJ,unaware,10
7240,ADJ,unbearable,6
7241,ADJ,unbeknownst,1
7242,ADJ,unbelievable,4
7243,ADJ,unbelieving,1
7244,ADJ,unbidden,1
7245,ADJ,unblushing,1
7246,ADJ,unborn,3
7247,ADJ,unbounded,1
7248,ADJ,unbreakable,3
7249,ADJ,unbroken,3
7250,ADJ,unburned,1
7251,ADJ,uncalled,1
7252,ADJ,uncanny,4
7253,ADJ,uncaused,1
7254,ADJ,unceasing,1
7255,ADJ,uncertain,16
7256,ADJ,uncertified,1
7257,ADJ,unchallenged,2
7258,ADJ,unchangeable,1
7259,ADJ,unchanged,6
7260,ADJ,unchanging,2
7261,ADJ,uncharged,1
7262,ADJ,uncharted,3
7263,ADJ,unchecked,1
7264,ADJ,uncivil,1
7265,ADJ,unclaimed,2
7266,ADJ,unclean,4
7267,ADJ,unclear,1
7268,ADJ,unclouded,2
7269,ADJ,uncluttered,1
7270,ADJ,unco-operative,1
7271,ADJ,uncolored,1
7272,ADJ,uncombable,1
7273,ADJ,uncomfortable,10
7274,ADJ,uncomforted,1
7275,ADJ,uncommitted,2
7276,ADJ,uncommon,5
7277,ADJ,uncommunicative,1
7278,ADJ,uncompromising,4
7279,ADJ,unconcerned,5
7280,ADJ,unconditional,3
7281,ADJ,unconditioned,1
7282,ADJ,unconnected,2
7283,ADJ,unconquerable,1
7284,ADJ,unconscious,19
7285,ADJ,unconstitutional,2
7286,ADJ,uncontrollable,1
7287,ADJ,uncontrolled,2
7288,ADJ,unconventional,3
7289,ADJ,unconvincing,1
7290,ADJ,uncooperative,1
7291,ADJ,uncounted,3
7292,ADJ,uncourageous,1
7293,ADJ,uncousinly,1
7294,ADJ,uncritical,1
7295,ADJ,undamaged,1
7296,ADJ,undeclared,1
7297,ADJ,undefined,2
7298,ADJ,undemocratic,1
7299,ADJ,undeniable,5
7300,ADJ,undependable,2
7301,ADJ,undepicted,3
7302,ADJ,under,1
7303,ADJ,under-developed,2
7304,ADJ,undercover,1
7305,ADJ,undercut,1
7306,ADJ,underdeveloped,9
7307,ADJ,undereducated,1
7308,ADJ,undergraduate,4
7309,ADJ,underground,8
7310,ADJ,underpaid,1
7311,ADJ,underprivileged,2
7312,ADJ,undersea,2
7313,ADJ,undersize,1
7314,ADJ,undersized,1
7315,ADJ,understandable,11
7316,ADJ,underwater,9
7317,ADJ,undeserved,1
7318,ADJ,undesirable,9
7319,ADJ,undetermined,2
7320,ADJ,undeveloped,3
7321,ADJ,undifferentiated,1
7322,ADJ,undigested,1
7323,ADJ,undiluted,1
7324,ADJ,undiminished,2
7325,ADJ,undimmed,1
7326,ADJ,undisciplined,2
7327,ADJ,undisclosed,1
7328,ADJ,undisputed,2
7329,ADJ,undistinguished,3
7330,ADJ,undisturbed,3
7331,ADJ,undivided,1
7332,ADJ,undreamed,1
7333,ADJ,undrinkable,1
7334,ADJ,undue,12
7335,ADJ,unearned,1
7336,ADJ,uneasy,19
7337,ADJ,uneconomic,1
7338,ADJ,uneconomical,2
7339,ADJ,uneducated,1
7340,ADJ,unemotional,2
7341,ADJ,unemployed,3
7342,ADJ,unending,3
7343,ADJ,unenthusiastic,2
7344,ADJ,unenunciated,1
7345,ADJ,unenviable,1
7346,ADJ,unequal,1
7347,ADJ,unequaled,1
7348,ADJ,unequalled,1
7349,ADJ,unerring,2
7350,ADJ,uneven,4
7351,ADJ,unexamined,1
7352,ADJ,unexpected,22
7353,ADJ,unexpended,1
7354,ADJ,unexplainable,1
7355,ADJ,unexplained,3
7356,ADJ,unexplored,4
7357,ADJ,unfailing,1
7358,ADJ,unfair,11
7359,ADJ,unfaithful,1
7360,ADJ,unfamiliar,7
7361,ADJ,unfathomable,1
7362,ADJ,unfavorable,5
7363,ADJ,unfelt,1
7364,ADJ,unfenced,2
7365,ADJ,unfertile,1
7366,ADJ,unfertilized,1
7367,ADJ,unfettered,3
7368,ADJ,unfinished,1
7369,ADJ,unfired,1
7370,ADJ,unfit,1
7371,ADJ,unfitting,3
7372,ADJ,unfixed,1
7373,ADJ,unflagging,1
7374,ADJ,unflattering,1
7375,ADJ,unforeseen,1
7376,ADJ,unforgettable,2
7377,ADJ,unforgivable,1
7378,ADJ,unformed,1
7379,ADJ,unforseen,1
7380,ADJ,unfortunate,14
7381,ADJ,unfounded,2
7382,ADJ,unfriendly,5
7383,ADJ,unfrosted,1
7384,ADJ,unfulfilled,1
7385,ADJ,unfunny,1
7386,ADJ,ungainly,1
7387,ADJ,ungallant,1
7388,ADJ,unglamorous,1
7389,ADJ,unglued,1
7390,ADJ,ungodly,2
7391,ADJ,ungoverned,1
7392,ADJ,ungracious,1
7393,ADJ,ungrateful,1
7394,ADJ,ungratified,1
7395,ADJ,unguided,1
7396,ADJ,unhappy,23
7397,ADJ,unharmonious,1
7398,ADJ,unhealthy,3
7399,ADJ,unheard,3
7400,ADJ,unheard-of,1
7401,ADJ,unheated,2
7402,ADJ,unheeded,2
7403,ADJ,unhurried,2
7404,ADJ,unhurt,1
7405,ADJ,uni-directional,1
7406,ADJ,unidentified,1
7407,ADJ,unidirectional,1
7408,ADJ,uniform,22
7409,ADJ,uniformed,5
7410,ADJ,unilateral,3
7411,ADJ,unimaginable,2
7412,ADJ,unimpaired,1
7413,ADJ,unimpassioned,1
7414,ADJ,unimpeachable,1
7415,ADJ,unimportant,7
7416,ADJ,unimposing,1
7417,ADJ,unimpressed,3
7418,ADJ,unimpressive,2
7419,ADJ,unimproved,2
7420,ADJ,uninfluenced,1
7421,ADJ,uninhibited,2
7422,ADJ,uninitiated,2
7423,ADJ,uninjured,2
7424,ADJ,uninominal,1
7425,ADJ,unintelligible,1
7426,ADJ,unintended,2
7427,ADJ,uninterested,1
7428,ADJ,uninteresting,1
7429,ADJ,uninterrupted,4
7430,ADJ,uninvited,1
7431,ADJ,uninvolved,1
7432,ADJ,unique,45
7433,ADJ,unique-ingrown-screwedup,1
7434,ADJ,univalent,1
7435,ADJ,universal,32
7436,ADJ,universalistic,1
7437,ADJ,university-educated,1
7438,ADJ,university-trained,1
7439,ADJ,university-wide,1
7440,ADJ,unjacketed,1
7441,ADJ,unjust,2
7442,ADJ,unjustifiable,2
7443,ADJ,unkempt,1
7444,ADJ,unkind,2
7445,ADJ,unknowing,1
7446,ADJ,unknown,32
7447,ADJ,unlamented,1
7448,ADJ,unlaundered,1
7449,ADJ,unlawful,1
7450,ADJ,unleavened,2
7451,ADJ,unleveled,1
7452,ADJ,unlikely,16
7453,ADJ,unlimited,12
7454,ADJ,unlined,2
7455,ADJ,unlovely,1
7456,ADJ,unlucky,1
7457,ADJ,unmagnified,1
7458,ADJ,unmalicious,1
7459,ADJ,unmanageable,1
7460,ADJ,unmanaged,1
7461,ADJ,unmarried,5
7462,ADJ,unmatched,2
7463,ADJ,unmated,1
7464,ADJ,unmeritorious,1
7465,ADJ,unmeshed,1
7466,ADJ,unmethodical,1
7467,ADJ,unmistakable,4
7468,ADJ,unmixed,1
7469,ADJ,unmolested,1
7470,ADJ,unmoved,2
7471,ADJ,unmurmuring,1
7472,ADJ,unnameable,1
7473,ADJ,unnamed,3
7474,ADJ,unnatural,7
7475,ADJ,unnecessary,9
7476,ADJ,unneeded,1
7477,ADJ,unnoticed,4
7478,ADJ,unnumbered,1
7479,ADJ,unobtainable,1
7480,ADJ,unobtrusive,3
7481,ADJ,unoccupied,1
7482,ADJ,unofficial,3
7483,ADJ,unopened,1
7484,ADJ,unorthodox,4
7485,ADJ,unpaid,8
7486,ADJ,unpaintable,1
7487,ADJ,unpaired,3
7488,ADJ,unparalleled,1
7489,ADJ,unpartisan,1
7490,ADJ,unpatriotic,1
7491,ADJ,unpatronizing,1
7492,ADJ,unpaved,1
7493,ADJ,unperceived,1
7494,ADJ,unperformed,1
7495,ADJ,unpicturesque,1
7496,ADJ,unplagued,1
7497,ADJ,unpleasant,10
7498,ADJ,unpleased,1
7499,ADJ,unplowed,1
7500,ADJ,unplumbed,1
7501,ADJ,unpopular,6
7502,ADJ,unprecedented,7
7503,ADJ,unpredictable,2
7504,ADJ,unpremeditated,1
7505,ADJ,unprepared,5
7506,ADJ,unpretentious,1
7507,ADJ,unproblematic,1
7508,ADJ,unprocurable,1
7509,ADJ,unproductive,1
7510,ADJ,unprofessional,1
7511,ADJ,unprofitable,1
7512,ADJ,unpromising,1
7513,ADJ,unprotected,2
7514,ADJ,unproved,1
7515,ADJ,unprovocative,1
7516,ADJ,unpublished,2
7517,ADJ,unqualified,1
7518,ADJ,unquenched,1
7519,ADJ,unquestionable,1
7520,ADJ,unquiet,1
7521,ADJ,unreal,6
7522,ADJ,unrealistic,2
7523,ADJ,unreasonable,3
7524,ADJ,unreasoning,1
7525,ADJ,unrecognizable,2
7526,ADJ,unreconstructed,4
7527,ADJ,unrecoverable,1
7528,ADJ,unredeemed,1
7529,ADJ,unreflective,1
7530,ADJ,unrehearsed,1
7531,ADJ,unrelated,4
7532,ADJ,unreleased,1
7533,ADJ,unrelenting,1
7534,ADJ,unreliable,3
7535,ADJ,unrelieved,4
7536,ADJ,unremarkable,1
7537,ADJ,unremitting,1
7538,ADJ,unrepentant,1
7539,ADJ,unresolved,2
7540,ADJ,unresponsive,1
7541,ADJ,unrestricted,2
7542,ADJ,unrevealing,1
7543,ADJ,unrewarding,2
7544,ADJ,unrifled,1
7545,ADJ,unripe,1
7546,ADJ,unromantic,1
7547,ADJ,unruffled,1
7548,ADJ,unruly,1
7549,ADJ,unsafe,1
7550,ADJ,unsalted,2
7551,ADJ,unsatisfactory,5
7552,ADJ,unsaturated,2
7553,ADJ,unsavory,1
7554,ADJ,unscathed,2
7555,ADJ,unscientific,2
7556,ADJ,unscrupulous,3
7557,ADJ,unseasonable,1
7558,ADJ,unseemly,1
7559,ADJ,unseen,3
7560,ADJ,unself-conscious,1
7561,ADJ,unshakable,1
7562,ADJ,unshakeable,1
7563,ADJ,unsharpened,1
7564,ADJ,unshaved,1
7565,ADJ,unshed,1
7566,ADJ,unshelled,1
7567,ADJ,unsheltered,1
7568,ADJ,unshielded,1
7569,ADJ,unsightly,1
7570,ADJ,unsigned,3
7571,ADJ,unskilled,3
7572,ADJ,unsmiling,2
7573,ADJ,unsold,2
7574,ADJ,unsolved,3
7575,ADJ,unsophisticated,1
7576,ADJ,unspeakable,3
7577,ADJ,unspecified,3
7578,ADJ,unspectacular,1
7579,ADJ,unspoken,3
7580,ADJ,unsprayed,1
7581,ADJ,unstable,7
7582,ADJ,unstained,2
7583,ADJ,unstapled,1
7584,ADJ,unstaring,1
7585,ADJ,unsteady,2
7586,ADJ,unstilted,1
7587,ADJ,unstressed,4
7588,ADJ,unstructured,10
7589,ADJ,unstuck,1
7590,ADJ,unsuccessful,6
7591,ADJ,unsuitable,2
7592,ADJ,unsuited,1
7593,ADJ,unsung,2
7594,ADJ,unsupportable,1
7595,ADJ,unsupported,1
7596,ADJ,unsurpassed,1
7597,ADJ,unsuspecting,1
7598,ADJ,unsympathetic,3
7599,ADJ,untellable,1
7600,ADJ,untenable,2
7601,ADJ,untenanted,1
7602,ADJ,unthematic,1
7603,ADJ,unthinkable,3
7604,ADJ,unthinking,1
7605,ADJ,untimely,1
7606,ADJ,untold,1
7607,ADJ,untouched,6
7608,ADJ,untoward,1
7609,ADJ,untracked,1
7610,ADJ,untraditional,1
7611,ADJ,untrammeled,4
7612,ADJ,untreated,1
7613,ADJ,untrue,2
7614,ADJ,unused,3
7615,ADJ,unusual,48
7616,ADJ,unuttered,1
7617,ADJ,unvarying,1
7618,ADJ,unventilated,1
7619,ADJ,unwaivering,1
7620,ADJ,unwanted,4
7621,ADJ,unwarrantable,2
7622,ADJ,unwarranted,3
7623,ADJ,unwed,9
7624,ADJ,unwelcome,3
7625,ADJ,unwilling,5
7626,ADJ,unwise,2
7627,ADJ,unwomanly,1
7628,ADJ,unworthy,4
7629,ADJ,unwounded,1
7630,ADJ,unwrinkled,1
7631,ADJ,unyielding,1
7632,ADJ,up-and-coming,1
7633,ADJ,up-jutting,1
7634,ADJ,up-to-date,2
7635,ADJ,upbeat,1
7636,ADJ,upcoming,1
7637,ADJ,uphill,1
7638,ADJ,upland,1
7639,ADJ,upper,52
7640,ADJ,upper-,3
7641,ADJ,upper-lower,1
7642,ADJ,upper-middle,1
7643,ADJ,upper-middle-,2
7644,ADJ,upright,2
7645,ADJ,upriver,1
7646,ADJ,upstairs,4
7647,ADJ,upstanding,1
7648,ADJ,upstream,1
7649,ADJ,uptown,1
7650,ADJ,upward,3
7651,ADJ,upward-mobile,2
7652,ADJ,urban,38
7653,ADJ,urgent,18
7654,ADJ,urinary,2
7655,ADJ,usable,6
7656,ADJ,useable,1
7657,ADJ,useful,47
7658,ADJ,useless,13
7659,ADJ,using,2
7660,ADJ,usual,77
7661,ADJ,usurious,1
7662,ADJ,utilitarian,1
7663,ADJ,utmost,4
7664,ADJ,utopian,4
7665,ADJ,utter,7
7666,ADJ,vacant,10
7667,ADJ,vacuous,1
7668,ADJ,vacuum-formed,1
7669,ADJ,vaginal,4
7670,ADJ,vague,17
7671,ADJ,vaguely-imagined,1
7672,ADJ,vaguest,1
7673,ADJ,vain,9
7674,ADJ,valiant,1
7675,ADJ,valid,15
7676,ADJ,valuable,33
7677,ADJ,valueless,1
7678,ADJ,variable,20
7679,ADJ,varicolored,1
7680,ADJ,various,156
7681,ADJ,varitinted,1
7682,ADJ,varying,2
7683,ADJ,vascular,2
7684,ADJ,vast,47
7685,ADJ,vaster,1
7686,ADJ,vehement,2
7687,ADJ,vehicular,1
7688,ADJ,velvety,3
7689,ADJ,venerable,4
7690,ADJ,venereal,2
7691,ADJ,venomous,2
7692,ADJ,veracious,1
7693,ADJ,verbal,15
7694,ADJ,verdant,1
7695,ADJ,veridical,1
7696,ADJ,veritable,3
7697,ADJ,vernacular,1
7698,ADJ,versatile,3
7699,ADJ,versed,2
7700,ADJ,vertebral,2
7701,ADJ,vertical,13
7702,ADJ,very,75
7703,ADJ,vesicular,1
7704,ADJ,veteran,6
7705,ADJ,veterinary,2
7706,ADJ,vexatious,1
7707,ADJ,viable,3
7708,ADJ,vibrant,3
7709,ADJ,vibrionic,1
7710,ADJ,vicarious,2
7711,ADJ,vicelike,1
7712,ADJ,vicious,11
7713,ADJ,viewless,2
7714,ADJ,vigilant,2
7715,ADJ,vigorous,23
7716,ADJ,vile,5
7717,ADJ,villainous,1
7718,ADJ,vindictive,2
7719,ADJ,vine-crisscrossed,1
7720,ADJ,vine-shaded,1
7721,ADJ,violent,25
7722,ADJ,virgin,2
7723,ADJ,virile,4
7724,ADJ,virtual,4
7725,ADJ,virtuous,4
7726,ADJ,virulent,1
7727,ADJ,visceral,3
7728,ADJ,viscoelastic,3
7729,ADJ,viselike,1
7730,ADJ,visible,29
7731,ADJ,visual,30
7732,ADJ,vital,38
7733,ADJ,vitriolic,1
7734,ADJ,vivacious,2
7735,ADJ,vivid,18
7736,ADJ,vocal,13
7737,ADJ,vocalic,1
7738,ADJ,vocational,54
7739,ADJ,vociferous,3
7740,ADJ,void,2
7741,ADJ,volatile,5
7742,ADJ,volcanic,1
7743,ADJ,voltaic,6
7744,ADJ,voluble,1
7745,ADJ,volumetric,1
7746,ADJ,voluminous,3
7747,ADJ,voluntary,19
7748,ADJ,voluptuous,3
7749,ADJ,votive,2
7750,ADJ,vulgar,5
7751,ADJ,vulnerable,11
7752,ADJ,vulpine,1
7753,ADJ,vulture-like,1
7754,ADJ,wacky,1
7755,ADJ,wage-earning,1
7756,ADJ,wainscoted,1
7757,ADJ,waist-length,1
7758,ADJ,wakeful,3
7759,ADJ,walk-to,1
7760,ADJ,wall-stabilized,1
7761,ADJ,wall-to-wall,1
7762,ADJ,wan,2
7763,ADJ,wanting-to-be-alone,1
7764,ADJ,wanton,3
7765,ADJ,war-dirty,1
7766,ADJ,war-ridden,2
7767,ADJ,warless,1
7768,ADJ,warlike,5
7769,ADJ,warm,54
7770,ADJ,warm-blooded,1
7771,ADJ,warm-toned,1
7772,ADJ,warmed-over,1
7773,ADJ,warmer,2
7774,ADJ,warmhearted,1
7775,ADJ,wartorn,1
7776,ADJ,warty,1
7777,ADJ,wary,6
7778,ADJ,washed-out,1
7779,ADJ,waspish,3
7780,ADJ,wasteful,6
7781,ADJ,watchful,1
7782,ADJ,water-cooled,1
7783,ADJ,water-filled,1
7784,ADJ,water-proof,1
7785,ADJ,water-soluble,1
7786,ADJ,waterproof,2
7787,ADJ,watery,3
7788,ADJ,wave-setting,1
7789,ADJ,wavy,1
7790,ADJ,wavy-haired,1
7791,ADJ,waxy,2
7792,ADJ,way-out,1
7793,ADJ,wayward,3
7794,ADJ,weak,26
7795,ADJ,weaker,7
7796,ADJ,weakest,3
7797,ADJ,wealthiest,1
7798,ADJ,wealthy,10
7799,ADJ,wearisome,2
7800,ADJ,weary,12
7801,ADJ,weasel-worded,1
7802,ADJ,weather-resistant,1
7803,ADJ,weather-royal,1
7804,ADJ,weatherbeaten,1
7805,ADJ,weatherproof,3
7806,ADJ,wedge-shaped,2
7807,ADJ,week-long,2
7808,ADJ,week-old,1
7809,ADJ,weekly,11
7810,ADJ,weighty,3
7811,ADJ,weird,6
7812,ADJ,welcome,14
7813,ADJ,well,9
7814,ADJ,well-adjusted,2
7815,ADJ,well-administered,1
7816,ADJ,well-armed,1
7817,ADJ,well-balanced,1
7818,ADJ,well-bound,1
7819,ADJ,well-braced,1
7820,ADJ,well-bred,1
7821,ADJ,well-defined,2
7822,ADJ,well-deserved,2
7823,ADJ,well-designed,2
7824,ADJ,well-developed,2
7825,ADJ,well-educated,4
7826,ADJ,well-established,3
7827,ADJ,well-fed,2
7828,ADJ,well-fleshed,1
7829,ADJ,well-grooved,1
7830,ADJ,well-informed,6
7831,ADJ,well-kept,3
7832,ADJ,well-known,11
7833,ADJ,well-made,3
7834,ADJ,well-meaning,3
7835,ADJ,well-modulated,1
7836,ADJ,well-molded,1
7837,ADJ,well-organized,1
7838,ADJ,well-oriented,1
7839,ADJ,well-planned,1
7840,ADJ,well-played,1
7841,ADJ,well-prepared,1
7842,ADJ,well-publicized,1
7843,ADJ,well-received,1
7844,ADJ,well-rounded,1
7845,ADJ,well-ruled,1
7846,ADJ,well-stocked,1
7847,ADJ,well-to-do,2
7848,ADJ,well-trained,1
7849,ADJ,well-understood,1
7850,ADJ,well-worn,1
7851,ADJ,well-written,1
7852,ADJ,wellknown,1
7853,ADJ,west,1
7854,ADJ,westerly,1
7855,ADJ,western,30
7856,ADJ,western-style,1
7857,ADJ,wet,34
7858,ADJ,whimsical,1
7859,ADJ,whiskered,1
7860,ADJ,white,200
7861,ADJ,white-clad,2
7862,ADJ,white-columned,1
7863,ADJ,white-dominated,1
7864,ADJ,white-suited,1
7865,ADJ,white-topped,1
7866,ADJ,whitehaired,1
7867,ADJ,whole,203
7868,ADJ,wholesale,5
7869,ADJ,wholesome,8
7870,ADJ,wholly-owned,1
7871,ADJ,whopping,1
7872,ADJ,wicked,8
7873,ADJ,wide,86
7874,ADJ,wide-awake,1
7875,ADJ,wide-cut,1
7876,ADJ,wide-eyed,1
7877,ADJ,wide-open,1
7878,ADJ,wide-ranging,3
7879,ADJ,wide-shouldered,1
7880,ADJ,wide-sweeping,1
7881,ADJ,wide-winged,1
7882,ADJ,wider,13
7883,ADJ,widespread,27
7884,ADJ,widest,3
7885,ADJ,widthwise,1
7886,ADJ,wifely,1
7887,ADJ,wild,43
7888,ADJ,wild-eyed,1
7889,ADJ,wildest,1
7890,ADJ,willful,1
7891,ADJ,willing,57
7892,ADJ,willinge,1
7893,ADJ,willowy,1
7894,ADJ,wily,2
7895,ADJ,wind-blown,2
7896,ADJ,wind-swept,2
7897,ADJ,windowless,3
7898,ADJ,windy,1
7899,ADJ,winsome,1
7900,ADJ,wintry,2
7901,ADJ,wire-haired,1
7902,ADJ,wiry,5
7903,ADJ,wise,27
7904,ADJ,wiser,7
7905,ADJ,wisest,1
7906,ADJ,wishful,7
7907,ADJ,wispy,2
7908,ADJ,wistful,2
7909,ADJ,witty,9
7910,ADJ,wobbly,2
7911,ADJ,woeful,1
7912,ADJ,womanly,1
7913,ADJ,women-trodden,1
7914,ADJ,won-lost,1
7915,ADJ,wonder,1
7916,ADJ,wonder-working,1
7917,ADJ,wonderful,43
7918,ADJ,wont,2
7919,ADJ,wood-grained,1
7920,ADJ,wooded,3
7921,ADJ,wooden,40
7922,ADJ,woolen,2
7923,ADJ,woolly,3
7924,ADJ,woolly-headed,1
7925,ADJ,wordy,1
7926,ADJ,work-weary,1
7927,ADJ,workable,8
7928,ADJ,workmanlike,2
7929,ADJ,world-famous,3
7930,ADJ,world-ignoring,1
7931,ADJ,world-oriented,1
7932,ADJ,world-renowned,3
7933,ADJ,world-shaking,2
7934,ADJ,world-shattering,1
7935,ADJ,world-wide,7
7936,ADJ,worldly,7
7937,ADJ,worldwide,1
7938,ADJ,wormy,1
7939,ADJ,worn-out,1
7940,ADJ,worrisome,2
7941,ADJ,worse,40
7942,ADJ,worshipful,2
7943,ADJ,worst,25
7944,ADJ,worst-marked,1
7945,ADJ,worth,56
7946,ADJ,worth-waiting-for,1
7947,ADJ,worth-while,1
7948,ADJ,worthiest,1
7949,ADJ,worthless,3
7950,ADJ,worthwhile,8
7951,ADJ,worthy,22
7952,ADJ,would-be,4
7953,ADJ,woven-root,1
7954,ADJ,wraith-like,2
7955,ADJ,wrathful,1
7956,ADJ,wretched,4
7957,ADJ,writing-like,1
7958,ADJ,wrong,91
7959,ADJ,wry,4
7960,ADJ,wry-faced,1
7961,ADJ,wus,1
7962,ADJ,year-'round,4
7963,ADJ,year-earlier,1
7964,ADJ,year-end,1
7965,ADJ,year-long,1
7966,ADJ,year-old,1
7967,ADJ,year-round,4
7968,ADJ,year-to-year,2
7969,ADJ,yearly,4
7970,ADJ,yeller,1
7971,ADJ,yellow,34
7972,ADJ,yellow-bellied,1
7973,ADJ,yellow-brown,1
7974,ADJ,yellow-green,3
7975,ADJ,yellowish,1
7976,ADJ,yongst,1
7977,ADJ,young,287
7978,ADJ,younger,32
7979,ADJ,youngest,10
7980,ADJ,younguh,1
7981,ADJ,youthful,9
7982,ADJ,zealous,3
7983,ADJ,zodiacal,2
7984,ADP,'bout,1
7985,ADP,'cept,1
7986,ADP,'ceptin',1
7987,ADP,'fore,1
7988,ADP,'round,1
7989,ADP,'till,1
7990,ADP,-,51
7991,ADP,/,17
7992,ADP,2,1
7993,ADP,:,19
7994,ADP,About,4
7995,ADP,Above,16
7996,ADP,According,26
7997,ADP,Across,4
7998,ADP,After,191
7999,ADP,Against,6
8000,ADP,Along,6
8001,ADP,Although,97
8002,ADP,Amid,2
8003,ADP,Among,39
8004,ADP,Around,5
8005,ADP,As,376
8006,ADP,At,331
8007,ADP,Because,32
8008,ADP,Before,56
8009,ADP,Behind,10
8010,ADP,Below,6
8011,ADP,Beneath,3
8012,ADP,Beside,1
8013,ADP,Besides,13
8014,ADP,Between,13
8015,ADP,Beyond,11
8016,ADP,But,3
8017,ADP,By,160
8018,ADP,Concerning,2
8019,ADP,Considering,5
8020,ADP,Depending,1
8021,ADP,Despite,28
8022,ADP,Down,2
8023,ADP,During,110
8024,ADP,Except,9
8025,ADP,For,522
8026,ADP,From,128
8027,ADP,Fur,1
8028,ADP,If,586
8029,ADP,In,1426
8030,ADP,Including,1
8031,ADP,Inside,3
8032,ADP,Into,3
8033,ADP,Like,41
8034,ADP,Near,7
8035,ADP,Next,4
8036,ADP,Notwithstanding,1
8037,ADP,Of,268
8038,ADP,Off,1
8039,ADP,On,279
8040,ADP,Once,26
8041,ADP,Opposite,2
8042,ADP,Out,12
8043,ADP,Outside,3
8044,ADP,Over,13
8045,ADP,Past,1
8046,ADP,Pending,1
8047,ADP,Per,1
8048,ADP,Plus,1
8049,ADP,Rather,2
8050,ADP,Regarding,1
8051,ADP,Respecting,1
8052,ADP,Save,1
8053,ADP,Since,135
8054,ADP,So,44
8055,ADP,Than,2
8056,ADP,That,36
8057,ADP,Though,52
8058,ADP,Through,23
8059,ADP,Throughout,18
8060,ADP,Thru,1
8061,ADP,Till,3
8062,ADP,To,140
8063,ADP,Toward,6
8064,ADP,Towards,2
8065,ADP,Uh,1
8066,ADP,Under,46
8067,ADP,Underneath,3
8068,ADP,Unless,11
8069,ADP,Unlike,8
8070,ADP,Until,21
8071,ADP,Up,3
8072,ADP,Upon,16
8073,ADP,Whereas,10
8074,ADP,Whether,21
8075,ADP,While,96
8076,ADP,With,220
8077,ADP,Within,31
8078,ADP,Without,30
8079,ADP,Yff,1
8080,ADP,aboard,8
8081,ADP,about,972
8082,ADP,above,133
8083,ADP,according,81
8084,ADP,across,202
8085,ADP,after,643
8086,ADP,aftuh,1
8087,ADP,against,491
8088,ADP,albeit,1
8089,ADP,along,149
8090,ADP,alongside,8
8091,ADP,altho,2
8092,ADP,although,152
8093,ADP,amid,9
8094,ADP,amidst,3
8095,ADP,among,258
8096,ADP,amongst,4
8097,ADP,anti,1
8098,ADP,around,249
8099,ADP,as,4542
8100,ADP,astride,3
8101,ADP,at,3997
8102,ADP,atop,2
8103,ADP,att,2
8104,ADP,because,527
8105,ADP,beefore,1
8106,ADP,before,634
8107,ADP,behahn,1
8108,ADP,behind,171
8109,ADP,behynde,1
8110,ADP,below,61
8111,ADP,beneath,44
8112,ADP,beside,57
8113,ADP,besides,14
8114,ADP,between,574
8115,ADP,beyond,118
8116,ADP,bi,2
8117,ADP,bout,1
8118,ADP,but,99
8119,ADP,by,4051
8120,ADP,concerning,45
8121,ADP,considerin',1
8122,ADP,considering,12
8123,ADP,consisting,2
8124,ADP,depending,19
8125,ADP,despite,51
8126,ADP,down,151
8127,ADP,durin',1
8128,ADP,during,358
8129,ADP,ere,1
8130,ADP,except,137
8131,ADP,excepting,1
8132,ADP,excluding,10
8133,ADP,f'ovuh,1
8134,ADP,f'r,1
8135,ADP,fer,2
8136,ADP,following,11
8137,ADP,for,6979
8138,ADP,from,3393
8139,ADP,if,1157
8140,ADP,in,15278
8141,ADP,including,118
8142,ADP,infra,1
8143,ADP,inside,58
8144,ADP,inter,1
8145,ADP,into,1420
8146,ADP,involving,3
8147,ADP,lahk,1
8148,ADP,lak,1
8149,ADP,lest,12
8150,ADP,like,795
8151,ADP,minus,4
8152,ADP,near,118
8153,ADP,nearer,1
8154,ADP,nearest,1
8155,ADP,next,30
8156,ADP,notwithstanding,2
8157,ADP,o',10
8158,ADP,o'er,1
8159,ADP,of,28772
8160,ADP,off,124
8161,ADP,on,4742
8162,ADP,once,47
8163,ADP,onct,1
8164,ADP,onto,48
8165,ADP,opposite,15
8166,ADP,out,340
8167,ADP,outside,65
8168,ADP,over,676
8169,ADP,past,54
8170,ADP,pending,4
8171,ADP,per,305
8172,ADP,plus,13
8173,ADP,post,3
8174,ADP,pro,5
8175,ADP,providing,3
8176,ADP,pursuant,17
8177,ADP,rather,92
8178,ADP,regarding,26
8179,ADP,respecting,1
8180,ADP,round,3
8181,ADP,s'posin',1
8182,ADP,save,4
8183,ADP,seeing,1
