,unique_words
3920,gulped
3921,we're
3922,Terrier
3923,l'Ange
3924,Fike
3925,Tootsie
3926,Female
3927,Giants'
3928,supposing
3929,five-cent
3930,enthusiasm
3931,institution-wide
3932,Exploration
3933,confirming
3934,McClellan
3935,irrigating
3936,behaviour
3937,forbidding
3938,swathed
3939,Hurts
3940,fiber-photocathode
3941,mute
3942,ethic
3943,states'
3944,congregated
3945,Susie
3946,Mingus
3947,Denver-area
3948,Wycoff's
3949,93
3950,thermodynamics
3951,Duchess
3952,Principle
3953,amounting
3954,silenced
3955,gage
3956,magpies
3957,Companies
3958,Sighing
3959,nonreactivity
3960,Television-Electronics
3961,psychotherapists
3962,pilots
3963,gyro-stabilized
3964,Train
3965,prodigal
3966,clues
3967,reappraisal
3968,86%
3969,curtseyed
3970,Deane
3971,unrealistically
3972,warmup
3973,Good-by
3974,Lifeboat
3975,realization
3976,word
3977,depart
3978,lurks
3979,intima
3980,SBA's
3981,Rossoff
3982,maneuvers
3983,reminding
3984,Ptolemaists
3985,budget-wise
3986,stubs
3987,exhaustingly
3988,more-than-ordinary
3989,handgun
3990,pickets
3991,seaside
3992,eye-undeceiving
3993,post-reapportionment
3994,bearer
3995,compelled
3996,Tarrant
3997,Glendora's
3998,waning
3999,swells
4000,scrounging
4001,intellectual-literary
4002,philosophy
4003,A
4004,11
4005,tones
4006,pattern
4007,Platonist
4008,misbranded
4009,tibialis
4010,streamlined
4011,frequency
4012,Declaration
4013,veils
4014,Deegan's
4015,clamor
4016,unattractive
4017,Wheaton
4018,Freeman's
4019,2.16
4020,injecting
4021,Adoption
4022,semi-serious
4023,Mario
4024,acoustically
4025,Rev.
4026,befell
4027,contributory
4028,re-created
4029,reacts
4030,colloquium
4031,inefficient
4032,cooked
4033,recognizes
4034,Schaack
4035,identification
4036,13.9
4037,Masson
4038,skull
4039,dammed
4040,highroad
4041,antiredeposition
4042,solidifies
4043,4-year-old
4044,Arbitrary
4045,deprecatory
4046,Arimathea
4047,year-old
4048,Factions
4049,whereby
4050,volley-ball
4051,grill
4052,matrimony
4053,oxytetracycline
4054,Jens
4055,staked
4056,profiles
4057,stiletto
4058,viselike
4059,endeavored
4060,inhabitation
4061,ingestion
4062,Hundreds
4063,60-inch
4064,80-hp
4065,ballots
4066,satirist
4067,Bordner
4068,Rak
4069,must've
4070,Mussett
4071,shams
4072,twotiming
4073,PABA
4074,Fallen
4075,remanding
4076,loners
4077,edited
4078,apparent
4079,football's
4080,raining
4081,Walpole
4082,Arlen's
4083,chunk
4084,kale
4085,Carpathians
4086,Guiftes
4087,faith
4088,Abyssinians
4089,overhang
4090,Hello
4091,glorification
4092,Yorker
4093,leavings
4094,cloddishness
4095,spangle
4096,Limit
4097,civilizations
4098,Meats
4099,thyratron
4100,extrapolates
4101,Engrg
4102,reined
4103,understatement
4104,erection
4105,more
4106,Push
4107,rose-of-Sharon
4108,jarred
4109,Ramsey
4110,screeching
4111,overemphasized
4112,god
4113,infallible
4114,movies
4115,dodging
4116,Pressures
4117,grasp
4118,Kid-Isoletta
4119,Tetanus
4120,amphetamines
4121,Wholesome
4122,cave-like
4123,"1,343"
4124,near-synonyms
4125,full-bodied
4126,peroxide
4127,Alley
4128,Tuesday's
4129,Temporary
4130,Cabot
4131,differences
4132,chlorothiazide
4133,re-establishing
4134,drawn-out
4135,withstand
4136,gallop
4137,Granite
4138,quick
4139,ambivalent
4140,indisposed
4141,sedimentation
4142,MPl
4143,socio-economic
4144,palest
4145,Pageant
4146,La.
4147,Unlike
4148,Distribution
4149,unimpressed
4150,chaffing
4151,Unanimity
4152,foundling
4153,Carausius
4154,Ravine
4155,wisest
4156,NAB
4157,subsequently
4158,these
4159,soulfully
4160,Plebian
4161,important-looking
4162,clairaudiently
4163,Verloop
4164,Chlortetracycline
4165,Oistrakh
4166,barflies
4167,six-month
4168,B.D.
4169,Jones's
4170,redirect
4171,Say
4172,dessier
4173,hilariously
4174,Ubermenschen
4175,merriest
4176,self-defeating
4177,obscurely
4178,holdups
4179,72-hole
4180,bailiff
4181,Harmon
4182,Muskegon
4183,Roy
4184,millennium
4185,Nerien
4186,eye
4187,2500
4188,evildoers
4189,child-bearing
4190,cosily
4191,Boisbriant
4192,1.10.1
4193,Appropriations
4194,Stilts
4195,openings
4196,demographiques
4197,woe
4198,uncharted
4199,catchup
4200,newcomers
4201,swerve
4202,Wolff
4203,Thenceforth
4204,thanksgiving
4205,shuddering
4206,Refuses
4207,1972
4208,Bruhn
4209,pinafores
4210,thirst
4211,otherworldly
4212,dangling
4213,entranced
4214,pseudo-thinking
4215,nibs'
4216,80
4217,watch-spring
4218,judgments
4219,typography
4220,city-trading
4221,Tift
4222,intimating
4223,determinable
4224,81
4225,Pensacola
4226,sexuality
4227,Mechanized
4228,expressionists
4229,host's
4230,incontestable
4231,hiss
4232,Adults
4233,frequencies
4234,Mathues
4235,Leigh
4236,Uhhu
4237,"2,100"
4238,evangelical
4239,forsaken
4240,Marr
4241,vehemence
4242,purtiest
4243,marrying
4244,trusted
4245,cavernous
4246,outflow
4247,lunch
4248,subsection
4249,Neesen
4250,nicknamed
4251,Mortality
4252,cemetery
4253,most
4254,hurting
4255,220-degrees
4256,holystones
4257,End
4258,Hansen
4259,interpretative
4260,warfront
4261,Disciplinary
4262,M-4
4263,third-
4264,paranoid
4265,intuitively
4266,spoiling
4267,wrappin'
4268,philologists
4269,marksmanship
4270,shielding
4271,fills
4272,pursuant
4273,wearin'
4274,Seagoville
4275,Dred
4276,skindiving
4277,Deer
4278,pristine
4279,hand-hewn
4280,Score
4281,"1,509"
4282,Whaddya
4283,Theoretically
4284,Rumscheidt
4285,definite
4286,Jude
4287,genres
4288,Homerists
4289,zoned
4290,0.36
4291,ommission
4292,foully
4293,sanctions
4294,Domitian's
4295,footnotes
4296,Baker
4297,Facilitatory
4298,with-but-after
4299,holes
4300,Screw
4301,"5,000"
4302,masked
4303,forties
4304,hungrier
4305,Concertante
4306,funny
4307,Reno
4308,Strasny
4309,variable-speed
4310,"22,807"
4311,Angelico
4312,22nd
4313,quilted
4314,Stone's
4315,hick-self
4316,fill-in
4317,antiphonal
4318,tarpaulin
4319,transplanting
4320,Spirituals
4321,staunchest
4322,unvarying
4323,Blackberry
4324,achieve
4325,gauss
4326,Wordsworth
4327,Kate's
4328,12a
4329,nadir
4330,artillery
4331,Cleaning
4332,Song
4333,partaker
4334,erotica
4335,Trust
4336,college
4337,2-week
4338,hiring
4339,ingenious
4340,Harro
4341,Panther
4342,tenacity
4343,mor
4344,dowel
4345,curdling
4346,gaming
4347,sprang
4348,presage
4349,signboard
4350,reap
4351,awesome
4352,softest
4353,moans
4354,book-review
4355,swore
4356,8-4
4357,Thermoforming
4358,standard-weight
4359,inexhaustible
4360,prosecuted
4361,"$57,500"
4362,117
4363,volatile
4364,Layout
4365,1721
4366,Dufresne's
4367,viewing
4368,gm.
4369,deduction
4370,tendency
4371,Schoolmarm
4372,bleats
4373,Got
4374,37-1/2
4375,Ancel
4376,prices
4377,wiederum
4378,reclaim
4379,erect
4380,polynomial
4381,storekeepers
4382,advocate
4383,alarms
4384,edentulous
4385,implicitly
4386,Months
4387,non-supervisory
4388,comic
4389,unmeritorious
4390,implies
4391,shockwave
4392,Twenty-nine
4393,SR's
4394,Traveling
4395,boaters
4396,tremendous
4397,Wingback
4398,inadequacies
4399,Jeff
4400,Prefecture
4401,2:05
4402,Warfield
4403,pilloried
4404,voluntarily
4405,Letter
4406,doubte
4407,strokes
4408,monolithically
4409,on-level
4410,McConnell's
4411,Knights
4412,disrespect
4413,transmits
4414,coolers
4415,colts
4416,driveways
4417,miss
4418,Poetry
4419,romp
4420,cowboy
4421,Hymen
4422,Rhu-beb-ni-ice
4423,ca.
4424,Myth
4425,loath
4426,Marches
4427,Denver
4428,"3,325"
4429,Seabrook
4430,Flite-King
4431,exploded
4432,recuperating
4433,identifying
4434,hamburger
4435,Hatteras
4436,complex
4437,Outsville
4438,Mallory's
4439,Negro-appeal
4440,non-residents
4441,mouldering
4442,observe
4443,Ivory
4444,Soon
4445,Replies
4446,finished
4447,decreases
4448,conferees
4449,stilted
4450,viva
4451,toffee
4452,442
4453,hooliganism
4454,heaters
4455,sentencing
4456,slim
4457,coloreds
4458,resistant
4459,Somers
4460,Smoky
4461,sparks
4462,rebuilding
4463,African
4464,dignitaries
4465,picker
4466,full-time
4467,Publication
4468,Summit
4469,unrestricted
4470,horses
4471,cost-accounting
4472,join
4473,sweetpeas
4474,divinity
4475,epicyclically
4476,Guizot
4477,shopping-center
4478,7:45
4479,standpoint
4480,Lumiere
4481,working
4482,alundum
4483,Troubled
4484,Mortar
4485,Y-region
4486,newspapers
4487,Maritime
4488,urns
4489,59-cents
4490,weekends
4491,negotiated
4492,budget-making
4493,eight-week
4494,cosmetics
4495,peak
4496,removable
4497,drier
4498,candour
4499,topping
4500,soluble
4501,enrolling
4502,energetic
4503,miscegenation
4504,romancing
4505,slash
4506,cashews
4507,Comenico
4508,comically
4509,milligram
4510,girlish
4511,Prophet
4512,car's
4513,belonging
4514,wizard
4515,disfigured
4516,grieving
4517,serving
4518,shuts
4519,affluent
4520,remanded
4521,withstood
4522,loved
4523,rights-of-way
4524,universals
4525,Observatory
4526,Duplicate
4527,McCafferty
4528,black
4529,lobular
4530,shopper
4531,name
4532,opened
4533,sheriff
4534,slogan
4535,grapes
4536,quirks
4537,tankers
4538,complication
4539,disciple
4540,cherry-flavored
4541,multidimensional
4542,fives
4543,Recital
4544,orchids
4545,90-degrees
4546,49%
4547,Customers
4548,through
4549,Battle
4550,garaged
4551,sincerity
4552,splice
4553,dealerships
4554,big-chested
4555,Lycidas
4556,none
4557,reproducibilities
4558,tapped
4559,Bellman
4560,PTC
4561,quarrels
4562,pounds'
4563,Charles's
4564,acidulous
4565,transporting
4566,double-married
4567,dominates
4568,Wander
4569,shack
4570,supplies
4571,70's
4572,Gawdamighty
4573,trimmings
4574,indemnity
4575,expository
4576,basis
4577,Salvatore
4578,three-bedroom
4579,85%
4580,Tibetan-like
4581,net-like
4582,victims
4583,0.075
4584,non-God
4585,Atta
4586,opaque
4587,Castillo
4588,stance
4589,Woodrow
4590,turtlebacks
4591,ml.
4592,atom
4593,gray-looking
4594,generators
4595,Dooleys
4596,$.90
4597,broken-nosed
4598,stressful
4599,appointed
4600,Sickness
4601,Haven't
4602,follow-through
4603,Entries
4604,leaches
4605,Sixties
4606,anti-freeze
4607,run
4608,victories
4609,quick-drying
4610,deceleration
4611,riders
4612,catheter
4613,systematically-simple
4614,1782
4615,scandalized
4616,Bosis
4617,forerunners
4618,Weaning
4619,dissimulation
4620,scabbard
4621,two-disc
4622,redress
4623,encourage
4624,shimming
4625,flouting
4626,Braddock-against-the-Indians
4627,doin
4628,malevolence
4629,$251
4630,idiosyncrasies
4631,Kerr
4632,destroyed
4633,presupposes
4634,angriest
4635,pars
4636,airlift
4637,crudities
4638,re-emerged
4639,fancy
4640,bubbly
4641,creek
4642,hero-worship
4643,1592
4644,ammonium
4645,booming
4646,Exemption
4647,Caius
4648,gospel
4649,Felix
4650,ardent
4651,Style
4652,Trig
4653,self-assertion
4654,thatt
4655,reins
4656,gist
4657,dams
4658,indoctrination
4659,myelofibrosis
4660,finial
4661,Apollo
4662,snoring
4663,Vida
4664,vowing
4665,photogenic
4666,Schuylkill
4667,Pocket's
4668,clothe
4669,doormen
4670,Betty
4671,Kivu
4672,Jenkins
4673,clumps
4674,mineral-rich
4675,Ironpants
4676,won't
4677,hop-skipped
4678,flooring
4679,remove
4680,Thamnophis
4681,transverse
4682,Riesman
4683,presentable
4684,Ventura
4685,Bishopsgate
4686,4
4687,duces
4688,Egalitarianism
4689,mother-of-pearl
4690,panthers
4691,patriotic
4692,Viola
4693,horse-playing
4694,others
4695,draped
4696,Radiopasteurization
4697,idiocies
4698,brushfire
4699,anomaly
4700,willow
4701,hopscotch
4702,sweep
4703,trees
4704,Sacrestia
4705,butterflies
4706,elliptical
4707,cabinetmakers
4708,Arequipa
4709,Flyer-Castle
4710,substantive
4711,absences
4712,anti-aircraft
4713,sore-ridden
4714,Sioux
4715,polonaise
4716,oranges
4717,Calmer
4718,muggy
4719,infectious
4720,wilted
4721,cowbirds'
4722,tricked
4723,Fredrico
4724,Dyer
4725,Expands
4726,smells
4727,poshest
4728,Glazed
4729,Oliver's
4730,strivings
4731,$36
4732,sensitized
4733,sulphured
4734,coarsely
4735,cesium-137
4736,y
4737,seraphim
4738,brushwork
4739,memoranda
4740,roi
4741,alter
4742,overexcited
4743,Critically
4744,precipice-walled
4745,non-party
4746,vexatious
4747,divan
4748,Published
4749,self-images
4750,keeper
4751,lip-sucking
4752,Bradford
4753,agitating
4754,phrasing
4755,belligerently
4756,Toodle
4757,Rozelle
4758,implements
4759,semi-autonomous
4760,safe-cracking
4761,Porter
4762,1479
4763,inherit
4764,regrets
4765,trigger
4766,trails
4767,palette
4768,Indications
4769,fangs
4770,fortune
4771,taxi
4772,guardian
4773,cursing
4774,condensed
4775,DA
4776,Olaf
4777,Individuals
4778,DiSimone
4779,patchwork
4780,asparagus
4781,carrying
4782,collated
4783,studiously
4784,remembers
4785,taming
4786,Everything
4787,preliminary
4788,Kipling
4789,leagued
4790,evading
4791,Clement
4792,gourd
4793,Peal
4794,haven't
4795,impudence
4796,Burst
4797,ballerinas
4798,Twentieth-Century
4799,Himself
4800,Claude's
4801,material/hr./*0F./in.
4802,busied
4803,vocally
4804,lunchtime
4805,Turning
4806,there's
4807,Stout's
4808,warmhearted
4809,inspirational
4810,partnered
4811,Patrol
4812,hypnosis
4813,weakest
4814,ever-changing
4815,mob
4816,Based
4817,dynamical
4818,dim
4819,Pennell
4820,office
4821,Peasants
4822,slashed
4823,aberrant
4824,Anchorite
4825,grappled
4826,Graves'
4827,semi-public
4828,compatriot
4829,festivus
4830,Convinced
4831,founding
4832,thermistor
4833,crabapple
4834,7-5
4835,under-achievement
4836,collapse
4837,selection-rejection
4838,Binomial
4839,Payne
4840,Head
4841,comparable
4842,Kitty
4843,episode
4844,Judgments
4845,five-fold
4846,playful
4847,acrobatic
4848,WPA
4849,kidnappers
4850,quipping
4851,pleats
4852,nawt
4853,boosts
4854,Off-flavor
4855,Gen.
4856,oratorical
4857,Devoted
4858,inaudible
4859,stepmothers
4860,11-3
4861,swept
4862,await
4863,Strindberg's
4864,quixotic
4865,climaxes
4866,Reedville
4867,Lars
4868,murdered
4869,Benedick
4870,childishness
4871,suitcases
4872,artillerist
4873,opposing
4874,1605
4875,Protestant
4876,anti-A
4877,$139.3
4878,safety
4879,nightingales
4880,Len
4881,algebraically
4882,senator
4883,myriad
4884,Tolley's
4885,Everyone
4886,horn-rim
4887,Digby
4888,Nogol
4889,meal
4890,monotonous
4891,Chavez'
4892,unfitting
4893,vaginal
4894,Oceana
4895,Whitehall
4896,skirting
4897,near-Balkanization
4898,integrate
4899,steam
4900,covetousness
4901,Snook
4902,other-directed
4903,incepted
4904,apprehension
4905,penalties
4906,thigh
4907,woolen
4908,Manthey
4909,Intermarriage
4910,Completing
4911,oily
4912,scimitars
4913,Death
4914,harmonious
4915,Rostagno
4916,sun-warmed
4917,mid-September
4918,spell-binding
4919,voters
4920,Coke
4921,defocusing
4922,dramatizes
4923,reported
4924,milquetoast
4925,transformers
4926,revivalism
4927,profitable
4928,Bolet
4929,faltered
4930,seventeenth-century
4931,foaming
4932,lowly
4933,Lectures
4934,Caves
4935,Pact
4936,Swartz
4937,slipstream
4938,brash
4939,Fragonard
4940,unpretentious
4941,terram
4942,D'Aumont
4943,three-foot
4944,clucked
4945,portal
4946,infrared
4947,Dartmouth's
4948,queen
4949,Creek
4950,Malmud
4951,overriding
4952,Gesangverein
4953,loathed
4954,machinists'
4955,aggregations
4956,Einstein
4957,heighten
4958,Muscle
4959,grumbling
4960,Mommor
4961,palpable
4962,weasel
4963,Abatuno
4964,Naomi
4965,one-plane
4966,by-gone
4967,walls
4968,imposed
4969,separation
4970,Join
4971,Values
4972,Flotte's
4973,poeple's
4974,usurp
4975,M
4976,climb
4977,pumped
4978,privilege
4979,depravities
4980,investigations
4981,Seen
4982,nnuolapertar-it-vuh-karti-birifw-
4983,fluttered
4984,135*0C.
4985,electrocardiogram
4986,shibboleths
4987,bromides
4988,toasted
4989,striped
4990,intercept
4991,paot
4992,screams
4993,Wine
4994,reorganizations
4995,dinners
4996,Presumably
4997,appreciating
4998,woodcutters
4999,inventories
5000,LM
5001,locomotives
5002,gutted
5003,hinted
5004,He'll
5005,flirt
5006,assaulting
5007,sociable
5008,Actor-Crooner
5009,despises
5010,largest
5011,3.9
5012,graven
5013,Vegas
5014,tumbrels
5015,spineless
5016,sizable
5017,resided
5018,benefits
5019,grindstone
5020,Hungary-Suez
5021,Moluccas
5022,tyrants
5023,weightlessness
5024,oven
5025,Dying
5026,unwaivering
5027,hoc
5028,des
5029,bright-eyed
5030,galleries
5031,steering
5032,fulminating
5033,appetite
5034,shouts
5035,intensifying
5036,foray
5037,underscore
5038,Vandervoort
5039,vivid
5040,Cong
5041,ward-heelers
5042,Tory
5043,visions
5044,Decorators
5045,gestured
5046,lady
5047,Freinkel
5048,game-management
5049,Kimberly
5050,self-serve
5051,ghostlike
5052,steprelationship
5053,1/2''
5054,jabberings
5055,ignored
5056,lavish
5057,T.B.
5058,hatch
5059,knite
5060,Bowie
5061,midst
5062,stanza-form
5063,'n'
5064,Restaurant
5065,McFarland
5066,Nicholson
5067,self-critical
5068,Oils
5069,sheered
5070,innovators
5071,Wallingford
5072,signposts
5073,mom's
5074,grotesque
5075,winsome
5076,totalled
5077,indicator
5078,Policy
5079,electrical
5080,week-long
5081,beckon
5082,explore
5083,asteroid
5084,Shriver
5085,romping
5086,callin'
5087,introspection
5088,airports
5089,1-1/2
5090,bales
5091,flip
5092,Wister
5093,Estella
5094,pitfalls
5095,Respiratory
5096,agriculturally
5097,On-to-Spokane
5098,parked
5099,barbs
5100,Tribune
5101,bays
5102,Rooms
5103,Istiqlal
5104,Seems
5105,transformer
5106,taste
5107,haec
5108,def
5109,evil
5110,Folding
5111,blacked
5112,Y're
5113,aims
5114,personifying
5115,controversy
5116,synonymy
5117,Cygne
5118,senseless
5119,cats
5120,Squire
5121,peacemaking
5122,aloft
5123,Whom
5124,Liner
5125,quarter-century-old
5126,Bess
5127,coulda
5128,complexities
5129,microorganisms
5130,Churchill's
5131,mild-winter
5132,camera
5133,nerves
5134,clamorous
5135,slickers
5136,whole-wheat
5137,yielded
5138,imbecile
5139,unsuspecting
5140,honest
5141,easy-going
5142,buggies
5143,atypical
5144,Arbogast
5145,Bonnet
5146,prayer-time
5147,cogs
5148,thyronine
5149,Shaefer
5150,2991
5151,O'Hare
5152,sponges
5153,Garine
5154,Simon's
5155,sadism
5156,duplication
5157,Nineties
5158,Naked
5159,enrollment
5160,Take-up
5161,messhall
5162,lymphocytes
5163,settled
5164,handcuffs
5165,Nationalist
5166,Teter
5167,"140,000"
5168,flatteringly
5169,Theresa
5170,Lecky
5171,disseminating
5172,apprentice
5173,600-mile
5174,bother
5175,coexistence
5176,Centredale
5177,Zero
5178,notes
5179,ostensibly
5180,bun
5181,initiates
5182,subsidized
5183,mum
5184,bewilderingly
5185,Who'll
5186,profit-motivated
5187,exec
5188,grabbing
5189,triumph
5190,rehearing
5191,hyperplasia
5192,Rodent
5193,virtuosity
5194,quarrymen
5195,agent
5196,completions
5197,incisiveness
5198,uninitiate
5199,thievin
5200,incentives
5201,1833
5202,rebut
5203,Hope's
5204,vs.
5205,1893
5206,pegging
5207,comparative
5208,wanting
5209,self-sacrificing
5210,controllers
5211,Celtic
5212,grievance
5213,deep-seated
5214,discord
5215,Housewives
5216,limit
5217,book's
5218,formed
5219,oriented
5220,Bacillus
5221,Injuns
5222,Maiden
5223,choreographed
5224,waxy
5225,radar-controlled
5226,Robards'
5227,amiss
5228,ballfields
5229,intrigued
5230,ignore
5231,Ranavan
5232,breakwater
5233,squatted
5234,Barrette
5235,1864
5236,commentaries
5237,panoramic
5238,intact
5239,Schmitt
5240,conquerors
5241,unwisely
5242,locales
5243,piloting
5244,colloquy
5245,Relax
5246,contributors
5247,Leopard's
5248,Barnumville
5249,lances
5250,emotionally
5251,Francie
5252,Pip's
5253,Wizard
5254,fungicides
5255,SP-44002
5256,foreclosed
5257,2.3
5258,800
5259,muzzles
5260,Chernishev
5261,Furhmann's
5262,foreknown
5263,programs
5264,tangential
5265,rider's
5266,flick
5267,valor
5268,irregularity
5269,bets
5270,supersonic
5271,tossed
5272,Overtones
5273,appended
5274,everlastingly
5275,coordinate
5276,Frito
5277,regrettably
5278,sociology
5279,honored
5280,spirited
5281,Jai
5282,Lucifer
5283,Inventors
5284,livability
5285,accenting
5286,notable
5287,Byronism
5288,predicament
5289,sarcolemmal
5290,diversion
5291,Finders
5292,Canon
5293,pocketbooks
5294,Anger
5295,finding
5296,applies
5297,spacecraft
5298,hemorrhaging
5299,outlay
5300,Benedictine
5301,25-30
5302,Helm
5303,Nec
5304,puzzling
5305,Brinkley
5306,Apparently
5307,dryness
5308,recalculation
5309,differentiated
5310,lengthwise
5311,amusement
5312,Green
5313,besets
5314,hurriedly
5315,Kalonji
5316,Ligne
5317,killed
5318,Haney's
5319,discuss
5320,Ishii
5321,country's
5322,divides
5323,braids
5324,worker
5325,Adolphus
5326,smuggled
5327,creates
5328,ventilates
5329,Raymondville
5330,Spanish-born
5331,Administration's
5332,untouched
5333,Rozella
5334,apparel
5335,tropocollagen
5336,Warmly
5337,Dragoslav
5338,Egyptian
5339,are
5340,bleat
5341,deductibles
5342,Hydrogen
5343,commend
5344,gates
5345,Noah
5346,divest
5347,shrouded
5348,Ala.
5349,outstripping
5350,repairs
5351,Gets
5352,confederacy
5353,Helmut
5354,during
5355,porter
5356,accidents
5357,theorem
5358,kittens
5359,Previous
5360,"$157,460"
5361,Election
5362,$.30
5363,Stains
5364,experience
5365,template
5366,electricity
5367,arrayed
5368,immovable
5369,colloidal
5370,eloped
5371,Not
5372,Motion
5373,magnates
5374,Others
5375,33
5376,little-town
5377,Inquirer
5378,walking
5379,sums
5380,currency
5381,two-by-four
5382,Saga
5383,MS
5384,cased
5385,Pueri
5386,back
5387,Indigo
5388,adjudging
5389,congressional
5390,frescoing
5391,damaged
5392,agenda
5393,mothers'
5394,Undergraduates
5395,powdered
5396,misnamed
5397,Duren
5398,hotel-motel
5399,Fat
5400,baptistery
5401,appraisals
5402,calling
5403,Amra
5404,Man's
5405,Extensive
5406,congregation
5407,disturbed
5408,plasters
5409,Drums
5410,abundant
5411,Himalayas
5412,2-inch
5413,hors
5414,Sons
5415,p(Q)
5416,Watching
5417,activities
5418,Babylonian
5419,spectacularly
5420,Volta's
5421,Edwina
5422,chips
5423,purposes
5424,ex-Yankee
5425,suey
5426,prominent
5427,reproducible
5428,correctly
5429,extant
5430,vitamin
5431,naturalistic
5432,139
5433,predecessors
5434,forbore
5435,Kare
5436,Verdi's
5437,Wilcke
5438,Ravel-like
5439,cognizance
5440,complainant
5441,Yaddo
5442,Aids
5443,communicated
5444,Surface
5445,Teams
5446,blinded
5447,Prick
5448,Herrick
5449,mined
5450,Hamey
5451,Negroid
5452,ranked
5453,Nurse
5454,penetration
5455,paganism
5456,Gossip
5457,repressive
5458,Amenitskii
5459,EEAE-cellulose
5460,380-foot
5461,Huxley's
5462,Narragansett
5463,muscled
5464,shit-sick
5465,hangin'
5466,hoppled
5467,Count
5468,drummer's
5469,rooted
5470,Pittsburghers
5471,Taipei
5472,60
5473,Helva's
5474,overnighters
5475,Charlotte
5476,citron
5477,Communistic
5478,Expecting
5479,South-Asian
5480,arteriolar-pulmonary
5481,Matisse
5482,Grapefruit
5483,barely
5484,rhinos
5485,Guild
5486,Gioconda
5487,spaghetti
5488,painfully
5489,spirit-gum
5490,neither
5491,retrogradations
5492,panjandrum
5493,racketeers
5494,hoss
5495,comeback
5496,subparts
5497,poisoned
5498,curriculum
5499,hideous
5500,springs
5501,undeniable
5502,snakes
5503,equator
5504,figger
5505,longsuffering
5506,salesman's
5507,prohibiton
5508,Hospital
5509,denials
5510,overfill
5511,resounding
5512,article
5513,six-thirty
5514,fleeting
5515,extremities
5516,beneficence
5517,Reservation
5518,missive
5519,Tribal
5520,Almanac
5521,sponging
5522,Mayans
5523,sands
5524,evoking
5525,epics
5526,favorably
5527,Years
5528,Lenin's
5529,difference
5530,Egils
5531,Grayson
5532,Ambassador-at-Large
5533,Missail
5534,Presidential
5535,taught
5536,Cleaned
5537,crown
5538,wreckage
5539,Maser
5540,days'
5541,uttered
5542,fortresses
5543,migrating
5544,Instructor's
5545,revoked
5546,egghead
5547,dreamer
5548,rock
5549,Bromfield's
5550,explodes
5551,socioeconomic
5552,prolusion
5553,rockin'
5554,servicemen
5555,nullified
5556,action-oriented
5557,saddened
5558,homesteaders
5559,Byrd
5560,Custer
5561,tore
5562,columnists
5563,Nevada
5564,1929
5565,travelling
5566,upright
5567,pull
5568,cloakrooms
5569,unequal
5570,Toll
5571,pre-emption
5572,infinitive
5573,Cliff
5574,Federico
5575,pass
5576,longitude
5577,ex-truck
5578,preponderantly
5579,distension
5580,Knead
5581,full-sized
5582,Hattie
5583,Systems
5584,contorted
5585,appraised
5586,patisseries
5587,Lullaby
5588,firms
5589,twinkling
5590,formulae
5591,you'll
5592,checklist
5593,Courtier
5594,Squeezed
5595,DPW
5596,Textron
5597,sojourner
5598,sexualized
5599,fille
5600,outlining
5601,anti-Castro
5602,instrumentally
5603,manipulate
5604,drank
5605,joining
5606,marksman
5607,waiting
5608,Ghoreyeb
5609,suffixes
5610,Sweeney
5611,reigned
5612,goal-values
5613,Parents
5614,Hatters
5615,Edgerton's
5616,band
5617,stories
5618,policy-oriented
5619,intolerant
5620,rested
5621,memos
5622,parolees
5623,Trains
5624,propeller-driven
5625,survive
5626,operagoers
5627,Patchen
5628,extrapolate
5629,fateful
5630,initiated
5631,Styka
5632,Powder
5633,watered
5634,Swinburne
5635,Amelia's
5636,Beneficiary
5637,gust
5638,boatsmen
5639,calcification
5640,suffrage
5641,'20s
5642,Newarker
5643,on-again-off-again
5644,truth-packed
5645,Dwight
5646,Tamiris-Daniel
5647,four-sided
5648,supersensitive
5649,outmoded
5650,Favour
5651,bade
5652,Acts
5653,unacceptable
5654,Eichmann
5655,patrolling
5656,tribesmen
5657,versions
5658,Richards
5659,paternalism
5660,manikins
5661,maladjusted
5662,Chromatography
5663,half-past
5664,academy
5665,Tsar
5666,Angola
5667,astray
5668,decolletage
5669,curtail
5670,good-humoredly
5671,causative
5672,alleyways
5673,Balloon
5674,cayenne
5675,22-1/2
5676,sheet
5677,France's
5678,variety
5679,Jenks
5680,Shayne
5681,dulled
5682,associates
5683,equity
5684,Comics
5685,Rusk's
5686,nullity
5687,camouflage
5688,suppers
5689,Dulles
5690,Cool
5691,right-handed
5692,remarked
5693,establishments
5694,unction
5695,Partlow's
5696,pitiable
5697,Z-gyro
5698,Beardsley's
5699,checking
5700,data-processing
5701,denies
5702,Supposing
5703,tend
5704,Catt
5705,particular
5706,Antoine
5707,terrains
5708,proto-Yokuts
5709,Notice
5710,1731
5711,Players
5712,fieldstone
5713,miracle
5714,N
5715,parallel
5716,shepherds
5717,cypress
5718,feat
5719,Tommie
5720,fearsome
5721,wealthiest
5722,laymen
5723,Greeks
5724,Jordan
5725,Ballistic
5726,flatiron
5727,doubly
5728,repayment
5729,assimilation
5730,northern
5731,refined
5732,minerals
5733,sucess
5734,double-valued
5735,overcerebral
5736,demoralize
5737,strenuous
5738,$18
5739,ultra-fast
5740,substantively
5741,alluring
5742,low-sudsing
5743,Manu
5744,Penrose
5745,salaries
5746,BSN
5747,urinals
5748,housebroken
5749,Physiologically
5750,Birdie
5751,necessitate
